"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3"
"https://www.google.com/maps/place/Al-Baraka+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x3755c0d6fae50ac3:0x4edb5ae63c9f002d!8m2!3d23.8067392!4d90.3682991!16s%2Fg%2F11cm12fqyh!19sChIJwwrl-tbAVTcRLQCfPOZa204?authuser=0&hl=en&rclk=1","Al-Baraka Hotel & Restaurant","3.8","(2,821)","·","৳200–400","Restaurant","·","","Mirpur Rd, 10 Gulchattor","","Open","⋅ Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjnjK9bgFobysVMvdNqFKlh2HnRufFLLLVW-AJg4NPJVzWp_L18wZCPRlZYvKxx7MAvV7zDIXY0i1oPSC9wmsS8ixQ309VtkOTP3MrWQdjyDHDvDIjVfQz4UoaI1KlUhmsox8=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/BiyeBari+Restaurant+-+Mirpur+12/data=!4m7!3m6!1s0x3755c1558adeaf25:0x9d0c39df01e5a5d2!8m2!3d23.8294677!4d90.3636016!16s%2Fg%2F11tfw7ky6_!19sChIJJa_eilXBVTcR0qXlAd85DJ0?authuser=0&hl=en&rclk=1","BiyeBari Restaurant - Mirpur 12","4.0","(226)","","","Family-friendly","·","","Haji Kujrat Ali Mollah Super Market, 16/8 Begum Rokeya Ave","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZBItN4ZC0zl7rcSuGAZCNHIfMp7_QNW8xlKSMzW3Is0ZtCgaC7VESE88RMAF61buKk0w4gVfuXDVmiVWAWVK-yw-D-lihiUUI0PxseTNivQ8Eooot70QZtknrUiVZUc9qtqlc=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Blue+Rain+Restaurant/data=!4m7!3m6!1s0x3755c18dadb8724d:0xf1fc379e8f122e2!8m2!3d23.8050067!4d90.3607705!16s%2Fg%2F11gr0vjw45!19sChIJTXK4rY3BVTcR4iLx6HnDHw8?authuser=0&hl=en&rclk=1","Blue Rain Restaurant","3.8","(287)","·","৳200–400","Restaurant","·","","house-6 block-g Avenue-2, Mirpur Rd","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3DTNRacxGzOehEeWxK-nswEI23QO3z2TnYZH6FZ6PputXqSqmvcIbdkpEICL6dO4Kc1P38VRqSktxO2Dl_WURcLcF02cuYqvbIGjjIZTpSzbhJuEK5zyvpC4VL38986xhB5ldeQ=w80-h142-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Muslim+Restaurant/data=!4m7!3m6!1s0x3755c0d697d755ef:0x1af31603477eb887!8m2!3d23.8061381!4d90.3694104!16s%2Fg%2F11bxc7kk11!19sChIJ71XXl9bAVTcRh7h-RwMW8xo?authuser=0&hl=en&rclk=1","Muslim Restaurant","3.7","(168)","·","৳1–200","Restaurant","·","","·","Plot # 12, Road # 01 (Club Road), Section # 10, Mirpur","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrX0bgTfScjKXO4dXFxzE33S9-uUO4dyri6Y7mGOrzZU7wj4aqISGNnr9y5skX2XDap0bq2f9TCvKZY24AxH1jr4lzyaeyY-8Fb8krF5FBh1dLtMmjStF-wkdKVVIRuSpplnE92=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Wasabi+Mirpur+2/data=!4m7!3m6!1s0x3755c137c6a945cd:0xfe8faa2433b93ad4!8m2!3d23.8070874!4d90.3605363!16s%2Fg%2F11sxwnwmqr!19sChIJzUWpxjfBVTcR1Dq5MySqj_4?authuser=0&hl=en&rclk=1","Wasabi Mirpur 2","4.1","(286)","·","৳200–400","Momo restaurant","·","","House - 26 Rd Number 6","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTijFMk2yR2aWshIzZtZRDkcllzaLzFurMr1c0qcmWjSbkZgqw3YjV0yCSDZm08aKPUh6Y19brKBmWLISWwpHpv2eYNY0RIIirsxv7hH0MT-pdicS948LkclF_2gem5Yow8ZXP=w80-h106-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Xinxian+Restaurant+%7C+Mirpur-10/data=!4m7!3m6!1s0x3755c100c1326271:0x1cc1b788469ff935!8m2!3d23.812559!4d90.3668544!16s%2Fg%2F1tf6q4b9!19sChIJcWIywQDBVTcRNfmfRoi3wRw?authuser=0&hl=en&rclk=1","Xinxian Restaurant | Mirpur-10","4.0","(3,343)","·","$$$","Chinese","·","","·","Plot-11 Road No. 8","Closed","⋅ Opens 6:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQnDLC6zvPAxN1-oijuuYSHgJA8mucLcHLLXnmH4P-UllkcLQ3SDiRfM0YfxU7mJdx-EBMww3PxXfE3Kxs4WwAtrUgChsHO1rArNpPUAvaBk2DcnsBbsTVD3sjrs0FILYUFzQK=w159-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Pizza+Hut+-+Mirpur+11/data=!4m7!3m6!1s0x3755c13a8c2435c1:0x54906ae6bf67ff47!8m2!3d23.8248897!4d90.3645036!16s%2Fg%2F11bzsdvl5_!19sChIJwTUkjDrBVTcRR_9nv-ZqkFQ?authuser=0&hl=en&rclk=1","Pizza Hut - Mirpur 11","4.2","(1,259)","·","$$","Restaurant","·","","·","Plot No, 132 Rd No. 2","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMOEhuERWb28iJ84PsRYQcxdSiRWK0VKObeFShXiFR17zC5futDBfcgAabqWkZKJszwkfeLiKWVpoQQ9-Mji_KSDn1UKw8bbawVS-dm58Uaqpye_8kzddDDpPi71HG5C7lCmfF=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Darjeeling+Momo+Station+Bangladesh/data=!4m7!3m6!1s0x3755bf580bf2ba47:0x8bd9b3b25764bed9!8m2!3d23.8041251!4d90.3593885!16s%2Fg%2F11pkbw1l91!19sChIJR7ryC1i_VTcR2b5kV7Kz2Ys?authuser=0&hl=en&rclk=1","Darjeeling Momo Station Bangladesh","4.0","(444)","·","৳200–400","Momo restaurant","·","","·","House-6/A, Road-02","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDNUm0gCpOnZ9bpfReLG3OYQ-hW6gDMC00PC59sUM5REmBl356f6UY0Mm4m28vPm_mHB0ef9Ds3-Q2qnhI7PcUevUl9Nk9IAPxyn2k4yvkLQuYgY923zuO066758YaPhhMVY0=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Green+Mango+Restaurant/data=!4m7!3m6!1s0x3755c0d951c99ceb:0x7af254d3ef09b9a9!8m2!3d23.8052017!4d90.3611407!16s%2Fg%2F11bzxylx6k!19sChIJ65zJUdnAVTcRqbkJ79NU8no?authuser=0&hl=en&rclk=1","Green Mango Restaurant","3.8","(268)","·","৳200–400","Restaurant","·","","House- 18, Avenue- 2, Block- G, Section- 2, Mirpur- 2","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqql5r5cIQymYu8ywEUmYMP9I9zt0BiNNZ1Ag5ZEsudKcpbkDJETcX5KCR1hSmwE02qEZKQFwAOFFauCQiN77jSCpcijexctNblHZTq3V4XSPF9oy3KRS9GIZCbnhvTCyTqR6uC=w80-h106-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Celebrate+Cafe+%26+Restaurant+%28Pallabi,+Mirpur%29/data=!4m7!3m6!1s0x3755c131b1e2e71b:0x7f258db3c2be96e!8m2!3d23.8244914!4d90.367992!16s%2Fg%2F11f2q4sp1q!19sChIJG-fisTHBVTcRbukrPNtY8gc?authuser=0&hl=en&rclk=1","Celebrate Cafe & Restaurant (Pallabi, Mirpur)","4.2","(603)","·","৳200–400","Bangladeshi","·","","House 191 রোড নং ১০","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqIiEBntq-q71b8Znnxz6REbSAc3xyILyPp8JfEGaCUaxV4v9Jrutq61o-MzwTkqsBAcCxp9ri0yHvKTE0wqlX8skdgfW8789CTpdrZPazuigDLpb9BBu6OiCx8jTHfTBP_s5KW=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Manik+Hotel+%26+Restaurant+~+Mirpur-14/data=!4m7!3m6!1s0x3755c73b2d185e9d:0x64974e8e897efe16!8m2!3d23.7983251!4d90.3870595!16s%2Fg%2F1pzyqyt_7!19sChIJnV4YLTvHVTcRFv5-iY5Ol2Q?authuser=0&hl=en&rclk=1","Manik Hotel & Restaurant ~ Mirpur-14","3.5","(163)","","","Restaurant","·","","·","14 Mirpur Rd","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJvyva6x5xQASqQz7nLu60TtrkoJXxKCXBZu7y2IIUav7_kjVO_UxZ85jqGRMApqQJTN6spNOmA0hDJAMXMY5ClRl0BD1e2i5VQBV6P9g__AJ6lHYqwW1c192kU3gPpUCR8rh1=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Street+Pizza+Mirpur-6/data=!4m7!3m6!1s0x3755c18cb93c961b:0x5330ca118b92c706!8m2!3d23.8137812!4d90.3650893!16s%2Fg%2F11qgjrzzvm!19sChIJG5Y8uYzBVTcRBseSixHKMFM?authuser=0&hl=en&rclk=1","Street Pizza Mirpur-6","4.4","(87)","·","৳200–400","Restaurant","·","","block -c, House-6, 2 Rd No. 16","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryFLvViSvbnSHJtQ4Iakr6CdA3n8RAH64z1u2yk2tG5e2i_9cVOvHJkTHLJGojL-Qjx70AiOj-S8qAZeZ_9AkWuo5_0v_vXaE8S1FyhSsHpMwU8FrmjjJkmFzOOZ17fIYunsm1=w80-h106-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Abesh+Hotel+and+Restaurant+%28Branch-+02%29/data=!4m7!3m6!1s0x3755c17561522fb1:0x434fb33e00d55cea!8m2!3d23.828986!4d90.3643265!16s%2Fg%2F11vd8wzqjp!19sChIJsS9SYXXBVTcR6lzVAD6zT0M?authuser=0&hl=en&rclk=1","Abesh Hotel and Restaurant (Branch- 02)","4.0","(889)","·","৳200–400","Restaurant","","","","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq7Qsn_jOQNhsvbCTuqC7pb7V6pRoIhBS9v5tBzClNdKcnlEytmXGq_3ICPLWMIjYZtfaR6Vv0ND1woz9h3r6WpkMupzbYlQinAKYDLIdRHf5ojH4tDDQGGMvm75Je7W1zLqpFisg=w122-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/BFC+%28Best+Fried+Chicken%29+Mirpur-12/data=!4m7!3m6!1s0x3755c1af6c94fe4d:0x49660a874eb0ae7c!8m2!3d23.82725!4d90.364401!16s%2Fg%2F11t61cz3x9!19sChIJTf6UbK_BVTcRfK6wTocKZkk?authuser=0&hl=en&rclk=1","BFC (Best Fried Chicken) Mirpur-12","4.0","(346)","·","৳200–400","Fast Food","·","","·","12, Safura Tower(1st Floor), Holding-45 Road - 7, Block - A, Mirpur","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohX37uxSR3MSpO5XFiXA0wCoBKDRBOpDT5LQo-K2_KrIDD0cqmNizm27gLhJ6w_qu5z_h_DPbYNsrVvX8r-lhalFt6mdpfHgTzVeg4HdXEQBYnzbY0llWrcA9qaxbtWK_rZTSN=w163-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Food+Castle/data=!4m7!3m6!1s0x3755c0e67c1a0e37:0x6197e435c8b70b07!8m2!3d23.8012081!4d90.35166!16s%2Fg%2F11bz_wgz46!19sChIJNw4afObAVTcRBwu3yDXkl2E?authuser=0&hl=en&rclk=1","Food Castle","4.0","(118)","","","Restaurant","·","","Shop No 3, 3rd Avenue, Mirpur 1","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npQRmxcY4AEEPMep2qbrEsLnfGM0wdaG1MTryhBdrv-tTyhit_R_Tic8fgOlNHo59ffCoEiDwuDl2WCzTfm-BP30kzOwjIJLxR4jlIHrX9zFQcFFPrY-WaIVyEoN0IwHgQ1UMQ=w163-h92-k-no","Dine-in","·","Drive-through","·","Delivery"
"https://www.google.com/maps/place/Delicious+Restaurant+Cake+%26+Cafe/data=!4m7!3m6!1s0x3755c181176dbc45:0xaaaaaaccbb78f222!8m2!3d23.8173848!4d90.3659271!16s%2Fg%2F11t7bb_cv6!19sChIJRbxtF4HBVTcRIvJ4u8yqqqo?authuser=0&hl=en&rclk=1","Delicious Restaurant Cake & Cafe","4.1","(33)","·","৳400–600","Thai","·","","House 18, block a main road","","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npoI8uT1Nhkp_vDBVRLmWrMnlHFCPQD3MuRBMQWmhHlhlM_lXMaR9YYr9rdlbkmBpwJ7uZ_uiwZrGIc1RoiBpLVZjwZeXTWl6s_FeJb2Pj7nFNRuiFQ2qOHzh4SJJYI0GlTsBNF=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/New+Cafe+Dhanshiri+~+Mirpur-1/data=!4m7!3m6!1s0x3755c0e7d458d443:0xbbc4ca5a386eb3f7!8m2!3d23.79878!4d90.3540593!16s%2Fg%2F12hs52wdr!19sChIJQ9RY1OfAVTcR97NuOFrKxLs?authuser=0&hl=en&rclk=1","New Cafe Dhanshiri ~ Mirpur-1","3.7","(1,418)","·","৳200–400","Restaurant","·","","·","8, Block B Main Road","Open","⋅ Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHNmPMnl2Dgsvnh25PGy2m9krhavSqCfodiUPZcpUkUnrNjEMOmHfzMZhZufTpE8r1kTr7nTaTPQLgB5c0DnMWPcfKq_KU8AbQNMURQKwfbsHeSW5QCW0pMCAAOsLlhgaOGsQ=w80-h106-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Shahin+Thai+%26+Chinese+Restaurant/data=!4m7!3m6!1s0x3755c17f58e8667b:0x7728b9711075899c!8m2!3d23.7980168!4d90.3526005!16s%2Fg%2F11t1rj92lk!19sChIJe2boWH_BVTcRnIl1EHG5KHc?authuser=0&hl=en&rclk=1","Shahin Thai & Chinese Restaurant","4.4","(25)","·","৳200–400","Chinese","·","","Muktijoddha Hoque Plaza, Mazar Rd","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nof--v0pC-WBQ_--pca_-0_xc_UCvqMq7Le4oT9kLvr1s26eacwSOciVAOUZJAN_IS_kvSvVjxlGpyo261oghtrS-PVfHHj0WbjihZ1giX9rxPKWyzOjbwkPHw1sjAWo6aJ7Z-n6NLKnIso=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/New+Melbourne+Thai+%26+Chinese+Restaurant/data=!4m7!3m6!1s0x3755c735749b68a5:0x15eeb672f9b6bbfb!8m2!3d23.7879453!4d90.3769869!16s%2Fg%2F11b7hplg5z!19sChIJpWibdDXHVTcR-7u2-XK27hU?authuser=0&hl=en&rclk=1","New Melbourne Thai & Chinese Restaurant","3.7","(466)","","","Restaurant","·","","220/A/2/1, বেগম রোকেয়া সরণী, West Kafrul, Mirpur","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqayWL5pH-XDp99pXzJIQFiQCXp30n5XJEMJDSbJ_bZfSuFicncsLga9tAJtjSRqq6yAjDu6m_kx-1IcZJF9yinKYTaFcDY9cYC8u_jn96BjtBDih0UfsYOdwPmM7E_q9rW4e-Jvw=w163-h92-k-no","Dine-in","·","Takeaway","",""
"https://www.google.com/maps/place/VOOTER+BARI+Restaurant/data=!4m7!3m6!1s0x3755c125478bcaaf:0x98059b4b12fc89e2!8m2!3d23.81817!4d90.365804!16s%2Fg%2F11c6_dgzz3!19sChIJr8qLRyXBVTcR4on8EkubBZg?authuser=0&hl=en&rclk=1","VOOTER BARI Restaurant","4.0","(926)","·","$$","Restaurant","·","","Ahmed Food Plaza, 22 Av 2","","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/p/AF1QipNL1ZYyMnAJFhw8wui0PbjUrq9Z0tm85XiUpTXa=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Piyang+King+Thai+and+Chinese+Restaurant+-+Mirpur-10/data=!4m7!3m6!1s0x3755c0d448acaaa5:0xefbc24561336a288!8m2!3d23.8065146!4d90.3720975!16s%2Fg%2F1pycdrxlg!19sChIJpaqsSNTAVTcRiKI2E1YkvO8?authuser=0&hl=en&rclk=1","Piyang King Thai and Chinese Restaurant - Mirpur-10","3.8","(386)","·","৳400–600","Restaurant","·","","Plot 19 , Main Road, 1 Mirpur 10 Roundabout","","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqGf7xR5cbqaCIE7xuJiqo3FhOA1o1YUlAHulfZVON3DTZFTFHsK6rs5pEKRrOls7ZsrkYOSLve_jGgMKX0KI4FQl80s6TFjDktlGpCGe4yG1eWs0qACqqYQcYX6OuMEtlhIU=w122-h92-k-no","Dine-in","·","Drive-through","",""
"https://www.google.com/maps/place/Petuk+Astana+Restaurant/data=!4m7!3m6!1s0x3755c1fd9752a435:0x4724293542bbe7ae!8m2!3d23.8228575!4d90.3655511!16s%2Fg%2F11gj0xw7r1!19sChIJNaRSl_3BVTcRrue7QjUpJEc?authuser=0&hl=en&rclk=1","Petuk Astana Restaurant","4.1","(428)","·","৳200–400","Restaurant","·","","·","B, City Club Market, Riad No - 01Block","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4npk84deh8rE-BZyX5z7FVX8PQiQSx2LFL6_drJ4KrBb4i0soYbuNRibewxtbcTJH0O9PxRCrZJiDMv1qEP4lX-8HLGXFt587aC6idMq4F69xrgEFN-4JIgPLes0byxbBSlmhFhSGw=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/%22Mika+Terrace%22+Rooftop+Restaurant/data=!4m7!3m6!1s0x3755c1d6e7438e8b:0x73b49db441d1ebd6!8m2!3d23.8008647!4d90.354056!16s%2Fg%2F11kjygt730!19sChIJi45D59bBVTcR1uvRQbSdtHM?authuser=0&hl=en&rclk=1","""Mika Terrace"" Rooftop Restaurant","4.3","(19)","·","৳200–400","Restaurant","·","","R923+8J","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrim-M1UZRtM8Fp1P2VB2TlcAl8pC3gQ7Iyq40-RipksSY-x5RsqPe0cQW4p-wYYcxfaEaebCWVV27D8GRrcWQYAG8NhenS5EaBddCJS6pY-hb4CwU4szOZ6fi6WDRoPZ-eh54=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Dhaba/data=!4m7!3m6!1s0x3755c0d511de4b33:0xc55938387912edbe!8m2!3d23.8084199!4d90.3731389!16s%2Fg%2F1q5bt5r9v!19sChIJM0veEdXAVTcRvu0SeTg4WcU?authuser=0&hl=en&rclk=1","Dhaba","4.0","(763)","·","৳200–400","Bangladeshi","·","","House-15 Lane 14","","Open","⋅ Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq2T0_5LwM8z6Ourhm5j2AXbIi9fC1oHmcT7nRMhCCytNLzKKn1k7Zyz_3rVKDK1v0xMOWXc4BCLyJQ-WJVuu_VIUUdM0dF2K034ZiOe109dTvIvh-7R8I19sX8Mc7wxEXD7Bwe=w163-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/ThangabaliBD/data=!4m7!3m6!1s0x3755c1e6be1d08a5:0x7230ff9ed67d9e40!8m2!3d23.8009961!4d90.3539461!16s%2Fg%2F11qpp8c7k7!19sChIJpQgdvubBVTcRQJ591p7_MHI?authuser=0&hl=en&rclk=1","ThangabaliBD","3.9","(227)","·","৳200–400","Indian","·","","h, House 1/1, 1/2 Block-G, Mirpur- 01 Dhaka Dhaka, 25 Zoo Road","Informal spot for Chinese & Indian food","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGPgV7TxISY4mDAGBY_TjcaBHlc89X8opckVHYu8B7ieaPQwefd2pwlWz5yAgAD0OPDkL1TAm7lFAaxKnZG4-ZCtKGAYKuNVpIKaXyKalOsU0VdgI4p3GqA1jW92Ko4wCweO37=w122-h92-k-no","Dine-in","·","Takeaway","·","No-contact delivery"
"https://www.google.com/maps/place/Metro+Cuisine/data=!4m7!3m6!1s0x3755c1f378a75f0d:0x33d5a12b6c41e004!8m2!3d23.8183795!4d90.3652304!16s%2Fg%2F11kbb0yydh!19sChIJDV-nePPBVTcRBOBBbCuh1TM?authuser=0&hl=en&rclk=1","Metro Cuisine","3.8","(118)","·","৳400–600","Restaurant","·","","R998+935","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtArl6unzD9JjEagPO2QaGFAl5evzNuQ4QaOeRQ3MP4DwWtLAGgewA86g73q8cNfdRIvUd0hp60_aI4wq1CM6stDvSaL5JoqU7MxlGdk5K6RQLms8jmS3pKv8mwaER6Ljo8lyZ=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/AHAR+RESTAURANT/data=!4m7!3m6!1s0x3755c103fe5c1403:0xcf01cc5e07cb012!8m2!3d23.8020696!4d90.349356!16s%2Fg%2F11szdf9qs8!19sChIJAxRc_gPBVTcRErB84MUc8Aw?authuser=0&hl=en&rclk=1","AHAR RESTAURANT","3.9","(76)","·","৳200–400","Chinese","·","","House- 01, Block- C, Shek Rasel Park, Rd Number 7","","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noeN1RVimHE1eba1W_yCT67EK0fTU21STPCkq0zgeM4--o8H4_dcVA2U9-FsIWUOqgKwqvwG_msmyQaDIwDE1myUM_OJPwzolTxbr5Yi4i64_lePRlACQ0K7l7YYI2BW_9uB6A=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Kapital+Kitchen/data=!4m7!3m6!1s0x3755c0d98639e6df:0x4f37e2e18d17147b!8m2!3d23.8047391!4d90.3635962!16s%2Fg%2F11gbz2t7ht!19sChIJ3-Y5htnAVTcRexQXjeHiN08?authuser=0&hl=en&rclk=1","Kapital Kitchen","5.0","(1)","","","Chinese","·","","Mirpur Shopping Center, Mirpur- 2","","Open","⋅ Closes 9 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFFIk2FlAKL7Z8FGCoN0G_dthOASTnXFGeKPhe48bCsUfkGUtOvTBf5vRQ2Wsfbh-P27vwAu6UZNFWXZ94EiKsGNP1qph7tAGt_cSgGuHVh8g3nCeuinL46jGir16hfT2YObot=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Grand+Moharaj/data=!4m7!3m6!1s0x3755c7335589c46f:0x676dc31fdb57dd50!8m2!3d23.7925985!4d90.3750693!16s%2Fg%2F11c3w0xgxw!19sChIJb8SJVTPHVTcRUN1X2x_DbWc?authuser=0&hl=en&rclk=1","Grand Moharaj","4.0","(756)","·","৳1–200","Kebab shop","·","","·","965 Begum Rokeya Avenue","Open","⋅ Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3ZPFbsQjSW-gGUEvGkCQ37x3nnZI9YfbKkqMDz626kMFxHxR2U5sr0yhZhNapdClrsnXM7EfvBjKgWSaF7WTvnCkypFoTEbA3n3WgeN_ocv3Y22SEcprHqnBUdCc3rLZtEww=w163-h92-k-no","Dine-in","·","Drive-through","",""
"https://www.google.com/maps/place/Arabian/data=!4m7!3m6!1s0x3755c156e67910b3:0x74d27206bbed1e81!8m2!3d23.8272153!4d90.3643934!16s%2Fg%2F11vbrwqwgf!19sChIJsxB55lbBVTcRgR7tuwZy0nQ?authuser=0&hl=en&rclk=1","Arabian","4.0","(97)","","","Restaurant","·","","Pallabi, Near Gold wing niharika, Mirpur-12 Dhaka, 1216, KFC building, Mirpur 12, Near Pallabi metro rail station.","","","","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noE84Drv8SRhvF3QwjQsF2qe5zjZzHoLDkOjW9x4M0cHk8t-zVq6O3O2I1BcbgoapM-M_MtZsLdm-PQ0RQGJQcSEwIGSnit2S7KOZI3DabqUTcFK1ko_LxKIsyX9XWkOaLqJqGL=w122-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
"https://www.google.com/maps/place/Xinxian+Restaurant,+Mirpur+1/data=!4m7!3m6!1s0x3755c12b65acd8b7:0x17b209918f8dce52!8m2!3d23.7997511!4d90.354356!16s%2Fg%2F11n74d4vx3!19sChIJt9isZSvBVTcRUs6Nj5EJshc?authuser=0&hl=en&rclk=1","Xinxian Restaurant, Mirpur 1","4.2","(467)","","","Chinese","·","","Mirpur 01","","Closed","⋅ Opens 6 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1jKHwCZBiJVB0WzSwFpdcHZSpuIoQyJ9XF__O4oRFgzgrse9fWnUVsNxPWQjpoJRiX7UqE3_-UEso1MEtRpmfTLmNYLlY-4XFYOnFmwGim2f1DdAXIY9EucJBNAwMyU42uILwxg=w122-h92-k-no","Dine-in","·","Drive-through","·","No-contact delivery"
"https://www.google.com/maps/place/Food+Plate,+Mirpur-10/data=!4m7!3m6!1s0x3755c19d8745e7a5:0xcb629a997023effa!8m2!3d23.8062297!4d90.3737635!16s%2Fg%2F11fd6n5x2z!19sChIJpedFh53BVTcR-u8jcJmaYss?authuser=0&hl=en&rclk=1","Food Plate, Mirpur-10","3.7","(488)","·","৳200–400","Restaurant","·","","·","House-35, Main Road-01, Senpara Porbota, 35 Mirpur Rd","Open","⋅ Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEuY_81w2H5YoPICWUEEozrwIZsjF-wJfXAAX3Q-chkOH5igAQWwx5iHKtsNHdeYAjiq-6EhfnzxUfE1LD-ZuLMo-Q1krTQofkqoJdS8x4VzE6qy0bUlFilQvboKXCnZZFaEa3=w163-h92-k-no","Dine-in","·","Takeaway","·","Delivery"
